county,state,cases,population,num_physicians,phys_per_cap
Pulaski,Georgia,3,11137,8,7.183262997216486e-4
Putnam,Georgia,0,22119,8,3.616800036168e-4
Quitman,Georgia,0,2299,1,4.3497172683775554e-4
Rabun,Georgia,2,17137,10,5.835327070082278e-4
Randolph,Georgia,5,6778,2,2.9507229271171436e-4
Richmond,Georgia,40,202518,198,9.776908719224958e-4
Rockdale,Georgia,45,90896,66,7.261045590565041e-4
Schley,Georgia,4,5257,1,1.9022256039566293e-4
Screven,Georgia,1,13966,2,1.4320492624946297e-4
Seminole,Georgia,6,8090,10,0.0012360939431396785
Spalding,Georgia,15,66703,30,4.497548835884443e-4
Stephens,Georgia,4,25925,17,6.557377049180328e-4
Stewart,Georgia,1,6621,2,3.0206917384080956e-4
